,dataset,trial,subject_id,correct,rt
63,hvm,hvm260,1.0,1.0,2207.0
64,hvm,hvm631,1.0,1.0,2678.0
65,hvm,hvm496,1.0,1.0,1343.0
66,hvm,hvm1105,1.0,0.0,3363.0
67,hvm,hvm277,1.0,1.0,1101.0
68,hvm,hvm475,1.0,1.0,1071.0
69,hvm,hvm811,1.0,1.0,1212.0
70,hvm,hvm506,1.0,0.0,2858.0
71,hvm,hvm251,1.0,1.0,1333.0
72,hvm,hvm925,1.0,1.0,4063.0
73,hvm,hvm870,1.0,1.0,1944.0
74,hvm,hvm705,1.0,0.0,2847.0
75,hvm,hvm330,1.0,1.0,1336.0
76,hvm,hvm831,1.0,1.0,2165.0
77,hvm,hvm1111,1.0,1.0,2460.0
78,hvm,hvm976,1.0,1.0,2312.0
79,hvm,hvm560,1.0,0.0,1387.0
80,hvm,hvm571,1.0,1.0,1901.0
81,hvm,hvm340,1.0,1.0,1549.0
82,hvm,hvm947,1.0,0.0,3387.0
83,hvm,hvm860,1.0,1.0,1738.0
84,hvm,hvm110,1.0,1.0,1254.0
85,hvm,hvm526,1.0,1.0,1804.0
86,hvm,hvm1055,1.0,1.0,2974.0
87,hvm,hvm66,1.0,1.0,1030.0
88,hvm,hvm846,1.0,0.0,2437.0
89,hvm,hvm720,1.0,1.0,2007.0
90,hvm,hvm141,1.0,1.0,1058.0
91,hvm,hvm265,1.0,1.0,2656.0
92,hvm,hvm1037,1.0,1.0,2019.0
93,hvm,hvm81,1.0,1.0,2257.0
94,hvm,hvm561,1.0,0.0,2085.0
95,hvm,hvm835,1.0,1.0,3840.0
96,hvm,hvm976,1.0,1.0,1527.0
97,hvm,hvm995,1.0,0.0,2874.0
98,hvm,hvm721,1.0,1.0,2626.0
99,hvm,hvm1021,1.0,1.0,2711.0
100,hvm,hvm445,1.0,1.0,1668.0
101,hvm,hvm1070,1.0,0.0,3329.0
102,hvm,hvm886,1.0,1.0,2220.0
103,hvm,hvm305,2.0,1.0,1627.0
104,hvm,hvm691,2.0,1.0,2135.0
105,hvm,hvm901,2.0,0.0,5573.0
106,hvm,hvm811,2.0,1.0,2325.0
107,hvm,hvm696,2.0,1.0,1880.0
108,hvm,hvm676,2.0,1.0,2188.0
109,hvm,hvm977,2.0,0.0,7453.0
110,hvm,hvm1005,2.0,0.0,5724.0
111,hvm,hvm497,2.0,1.0,1360.0
112,hvm,hvm10,2.0,1.0,1949.0
113,hvm,hvm125,2.0,1.0,2132.0
114,hvm,hvm971,2.0,1.0,5461.0
115,hvm,hvm850,2.0,1.0,2764.0
116,hvm,hvm1021,2.0,1.0,2662.0
117,hvm,hvm142,2.0,1.0,2902.0
118,hvm,hvm716,2.0,1.0,4488.0
119,hvm,hvm235,2.0,1.0,1707.0
120,hvm,hvm515,2.0,1.0,1796.0
121,hvm,hvm81,2.0,1.0,1775.0
122,hvm,hvm1021,2.0,1.0,2924.0
123,hvm,hvm795,2.0,1.0,2861.0
124,hvm,hvm946,2.0,1.0,4419.0
125,hvm,hvm1056,2.0,1.0,1687.0
126,hvm,hvm251,2.0,1.0,974.0
127,hvm,hvm170,2.0,1.0,1431.0
128,hvm,hvm940,2.0,1.0,3350.0
129,hvm,hvm611,2.0,1.0,3286.0
130,hvm,hvm0,2.0,1.0,2166.0
131,hvm,hvm11,2.0,1.0,1832.0
132,hvm,hvm731,2.0,1.0,1829.0
133,hvm,hvm1076,2.0,1.0,4040.0
134,hvm,hvm556,2.0,1.0,1311.0
135,hvm,hvm345,2.0,1.0,2980.0
136,hvm,hvm971,2.0,0.0,3664.0
137,hvm,hvm516,2.0,1.0,1566.0
138,hvm,hvm561,2.0,1.0,2783.0
139,hvm,hvm675,2.0,1.0,2201.0
140,hvm,hvm961,2.0,1.0,2447.0
141,hvm,hvm520,2.0,1.0,1495.0
142,hvm,hvm735,2.0,1.0,6088.0
143,hvm,hvm591,2.0,1.0,2411.0
144,hvm,hvm771,2.0,1.0,2318.0
145,hvm,hvm566,2.0,1.0,3468.0
146,hvm,hvm155,2.0,1.0,1240.0
147,hvm,hvm822,2.0,1.0,1718.0
148,hvm,hvm205,2.0,1.0,1562.0
149,hvm,hvm120,2.0,1.0,1559.0
150,hvm,hvm1037,2.0,1.0,2270.0
151,hvm,hvm396,2.0,1.0,1587.0
152,hvm,hvm1020,2.0,1.0,1557.0
153,hvm,hvm1101,2.0,1.0,2624.0
154,hvm,hvm472,4.0,1.0,1956.0
155,hvm,hvm35,4.0,1.0,2548.0
156,hvm,hvm760,4.0,1.0,2676.0
157,hvm,hvm326,4.0,1.0,1764.0
158,hvm,hvm880,4.0,1.0,1824.0
159,hvm,hvm461,4.0,1.0,2203.0
160,hvm,hvm1035,4.0,1.0,2282.0
161,hvm,hvm75,4.0,1.0,1867.0
162,hvm,hvm501,4.0,1.0,2400.0
163,hvm,hvm780,4.0,1.0,2169.0
164,hvm,hvm30,4.0,1.0,1667.0
165,hvm,hvm25,4.0,1.0,1975.0
166,hvm,hvm1027,4.0,0.0,2927.0
167,hvm,hvm1102,4.0,1.0,1684.0
168,hvm,hvm181,4.0,1.0,4229.0
169,hvm,hvm205,4.0,1.0,2051.0
170,hvm,hvm65,4.0,1.0,1429.0
171,hvm,hvm332,4.0,1.0,1363.0
172,hvm,hvm322,4.0,1.0,1908.0
173,hvm,hvm881,4.0,1.0,2429.0
174,hvm,hvm672,4.0,1.0,3066.0
175,hvm,hvm713,4.0,0.0,3126.0
176,hvm,hvm446,4.0,1.0,1765.0
177,hvm,hvm732,4.0,0.0,2942.0
178,hvm,hvm660,4.0,1.0,1903.0
179,hvm,hvm955,4.0,0.0,2381.0
180,hvm,hvm410,4.0,1.0,2232.0
181,hvm,hvm1016,4.0,0.0,2339.0
182,hvm,hvm51,4.0,1.0,1725.0
183,hvm,hvm716,4.0,1.0,2556.0
184,hvm,hvm576,4.0,1.0,2244.0
185,hvm,hvm390,4.0,1.0,1829.0
186,hvm,hvm847,4.0,0.0,2415.0
187,hvm,hvm225,4.0,1.0,1169.0
188,hvm,hvm10,4.0,1.0,1933.0
189,hvm,hvm71,4.0,1.0,1722.0
190,hvm,hvm1115,4.0,1.0,2181.0
191,hvm,hvm890,4.0,1.0,3255.0
192,hvm,hvm935,4.0,0.0,3124.0
193,hvm,hvm502,4.0,1.0,2136.0
194,hvm,hvm577,4.0,1.0,3627.0
195,hvm,hvm195,4.0,1.0,2748.0
196,hvm,hvm85,4.0,1.0,1618.0
197,hvm,hvm772,4.0,1.0,1657.0
198,hvm,hvm46,4.0,1.0,1272.0
199,hvm,hvm1041,5.0,1.0,2794.0
200,hvm,hvm277,5.0,1.0,1757.0
201,hvm,hvm552,5.0,0.0,4062.0
202,hvm,hvm787,5.0,0.0,2096.0
203,hvm,hvm855,5.0,0.0,3747.0
204,hvm,hvm686,5.0,1.0,4533.0
205,hvm,hvm11,5.0,1.0,1747.0
206,hvm,hvm555,5.0,1.0,1722.0
207,hvm,hvm555,5.0,1.0,1564.0
208,hvm,hvm990,5.0,1.0,2608.0
209,hvm,hvm332,5.0,1.0,1405.0
210,hvm,hvm1009,5.0,1.0,2431.0
211,hvm,hvm30,5.0,1.0,1263.0
212,hvm,hvm576,5.0,1.0,2361.0
213,hvm,hvm145,5.0,1.0,3609.0
214,hvm,hvm885,5.0,1.0,5687.0
215,hvm,hvm1021,5.0,1.0,4459.0
216,hvm,hvm1030,5.0,0.0,1915.0
217,hvm,hvm660,5.0,1.0,2971.0
218,hvm,hvm7,5.0,1.0,1520.0
219,hvm,hvm697,5.0,1.0,2980.0
220,hvm,hvm340,5.0,1.0,1221.0
221,hvm,hvm977,5.0,1.0,2891.0
222,hvm,hvm735,5.0,1.0,2244.0
223,hvm,hvm56,5.0,1.0,2056.0
224,hvm,hvm56,5.0,1.0,1115.0
225,hvm,hvm741,5.0,0.0,6071.0
226,hvm,hvm692,5.0,1.0,2821.0
227,hvm,hvm941,5.0,1.0,6349.0
228,hvm,hvm765,5.0,1.0,3331.0
229,hvm,hvm736,5.0,1.0,1931.0
230,hvm,hvm750,5.0,0.0,2614.0
231,hvm,hvm182,5.0,1.0,2039.0
232,hvm,hvm655,5.0,1.0,2871.0
233,hvm,hvm630,5.0,1.0,3985.0
234,hvm,hvm577,5.0,1.0,3537.0
235,hvm,hvm901,5.0,1.0,4068.0
236,hvm,hvm848,5.0,0.0,4028.0
237,hvm,hvm442,5.0,1.0,2610.0
238,hvm,hvm896,5.0,1.0,6984.0
239,hvm,hvm56,5.0,1.0,1313.0
240,hvm,hvm577,5.0,1.0,4590.0
241,hvm,hvm568,5.0,1.0,2538.0
242,hvm,hvm630,5.0,1.0,4802.0
243,hvm,hvm1031,5.0,1.0,4537.0
244,hvm,hvm81,5.0,1.0,2490.0
245,hvm,hvm130,5.0,1.0,2021.0
246,hvm,hvm151,7.0,1.0,1535.0
247,hvm,hvm280,7.0,1.0,2023.0
248,hvm,hvm773,7.0,1.0,2367.0
249,hvm,hvm978,7.0,1.0,2895.0
250,hvm,hvm161,7.0,1.0,2670.0
251,hvm,hvm761,7.0,1.0,2319.0
252,hvm,hvm812,7.0,1.0,2615.0
253,hvm,hvm1065,7.0,1.0,2111.0
254,hvm,hvm15,7.0,1.0,1542.0
255,hvm,hvm370,7.0,1.0,2383.0
256,hvm,hvm396,7.0,1.0,3238.0
257,hvm,hvm370,7.0,1.0,3895.0
258,hvm,hvm1086,7.0,0.0,4361.0
259,hvm,hvm972,7.0,0.0,3000.0
260,hvm,hvm380,7.0,1.0,3343.0
261,hvm,hvm257,7.0,1.0,1543.0
262,hvm,hvm353,7.0,1.0,1663.0
263,hvm,hvm731,7.0,1.0,3631.0
264,hvm,hvm426,7.0,1.0,2527.0
265,hvm,hvm920,7.0,1.0,5224.0
266,hvm,hvm171,7.0,1.0,1630.0
267,hvm,hvm1017,7.0,0.0,4839.0
268,hvm,hvm955,7.0,0.0,3367.0
269,hvm,hvm72,7.0,1.0,2559.0
270,hvm,hvm860,7.0,0.0,2110.0
271,hvm,hvm591,7.0,1.0,3007.0
272,hvm,hvm731,7.0,1.0,3645.0
273,hvm,hvm506,7.0,0.0,3575.0
274,hvm,hvm1061,7.0,0.0,3815.0
275,hvm,hvm678,7.0,1.0,2335.0
276,hvm,hvm788,7.0,1.0,2814.0
277,hvm,hvm47,7.0,1.0,1319.0
278,hvm,hvm598,7.0,0.0,5639.0
279,hvm,hvm726,7.0,1.0,4591.0
280,hvm,hvm1021,7.0,0.0,2503.0
281,hvm,hvm205,7.0,1.0,2496.0
282,hvm,hvm486,7.0,1.0,2065.0
283,hvm,hvm940,7.0,0.0,2399.0
284,hvm,hvm117,7.0,1.0,1237.0
285,hvm,hvm46,7.0,1.0,1367.0
286,hvm,hvm822,7.0,1.0,1735.0
287,hvm,hvm145,7.0,1.0,3880.0
288,hvm,hvm936,7.0,0.0,3055.0
289,hvm,hvm727,7.0,1.0,4584.0
290,hvm,hvm775,7.0,1.0,3751.0
291,hvm,hvm337,7.0,1.0,2631.0
292,hvm,hvm1016,7.0,1.0,2439.0
293,hvm,hvm51,7.0,1.0,2791.0
294,hvm,hvm406,7.0,1.0,3016.0
295,hvm,hvm112,7.0,1.0,1126.0
296,hvm,hvm265,7.0,1.0,1952.0
297,hvm,hvm503,7.0,1.0,1751.0
298,hvm,hvm517,7.0,1.0,1927.0
299,hvm,hvm982,7.0,1.0,2287.0
300,hvm,hvm1001,7.0,0.0,4294.0
301,hvm,hvm286,8.0,1.0,2677.0
302,hvm,hvm26,8.0,1.0,2334.0
303,hvm,hvm71,8.0,1.0,1652.0
304,hvm,hvm41,8.0,1.0,1206.0
305,hvm,hvm1102,8.0,0.0,3452.0
306,hvm,hvm881,8.0,0.0,2531.0
307,hvm,hvm446,8.0,1.0,3142.0
308,hvm,hvm1105,8.0,0.0,2222.0
309,hvm,hvm75,8.0,1.0,2170.0
310,hvm,hvm540,8.0,1.0,4585.0
311,hvm,hvm302,8.0,1.0,2965.0
312,hvm,hvm181,8.0,1.0,2259.0
313,hvm,hvm957,8.0,1.0,2989.0
314,hvm,hvm985,8.0,0.0,7497.0
315,hvm,hvm756,8.0,1.0,1985.0
316,hvm,hvm280,8.0,1.0,2470.0
317,hvm,hvm1037,8.0,1.0,1997.0
318,hvm,hvm693,8.0,1.0,5483.0
319,hvm,hvm741,8.0,1.0,6831.0
320,hvm,hvm686,8.0,1.0,7607.0
321,hvm,hvm751,8.0,0.0,7829.0
322,hvm,hvm571,8.0,1.0,2444.0
323,hvm,hvm85,8.0,1.0,1744.0
324,hvm,hvm977,8.0,0.0,2417.0
325,hvm,hvm925,8.0,0.0,2704.0
326,hvm,hvm825,8.0,1.0,5407.0
327,hvm,hvm283,8.0,1.0,2980.0
328,hvm,hvm370,8.0,1.0,2520.0
329,hvm,hvm958,8.0,0.0,1948.0
330,hvm,hvm71,8.0,1.0,979.0
331,hvm,hvm762,8.0,1.0,3213.0
332,hvm,hvm617,8.0,1.0,3298.0
333,hvm,hvm221,8.0,1.0,1320.0
334,hvm,hvm481,8.0,1.0,3708.0
335,hvm,hvm880,8.0,0.0,2760.0
336,hvm,hvm986,8.0,1.0,2236.0
337,hvm,hvm817,8.0,1.0,2415.0
338,hvm,hvm162,8.0,1.0,1436.0
339,hvm,hvm761,8.0,1.0,2033.0
340,hvm,hvm566,8.0,1.0,3709.0
341,hvm,hvm1055,8.0,1.0,1929.0
342,hvm,hvm362,8.0,0.0,1330.0
343,hvm,hvm680,8.0,1.0,1849.0
344,hvm,hvm951,8.0,1.0,3045.0
345,hvm,hvm356,8.0,1.0,2204.0
346,hvm,hvm655,8.0,1.0,4070.0
347,hvm,hvm576,8.0,1.0,2212.0
348,hvm,hvm25,8.0,1.0,1520.0
349,hvm,hvm1040,8.0,1.0,3851.0
350,hvm,hvm226,8.0,1.0,1582.0
351,hvm,hvm53,8.0,1.0,2339.0
352,hvm,hvm752,8.0,0.0,5964.0
353,hvm,hvm345,8.0,1.0,1276.0
354,hvm,hvm930,8.0,0.0,5439.0
355,hvm,hvm575,8.0,1.0,3620.0
356,hvm,hvm996,8.0,0.0,4580.0
357,hvm,hvm120,8.0,1.0,1593.0
358,hvm,hvm410,8.0,1.0,1993.0
359,hvm,hvm748,8.0,1.0,4560.0
360,hvm,hvm478,8.0,1.0,3880.0
361,hvm,hvm812,8.0,1.0,2330.0
362,hvm,hvm76,8.0,1.0,2063.0
363,hvm,hvm235,8.0,1.0,1436.0
364,hvm,hvm117,8.0,1.0,1438.0
365,hvm,hvm851,8.0,1.0,2512.0
366,hvm,hvm136,8.0,1.0,2204.0
367,hvm,hvm595,8.0,1.0,8630.0
368,hvm,hvm195,8.0,1.0,1990.0
369,hvm,hvm674,8.0,1.0,5210.0
370,hvm,hvm788,8.0,1.0,1930.0
371,hvm,hvm591,8.0,1.0,5656.0
372,hvm,hvm286,8.0,1.0,1532.0
373,hvm,hvm880,10.0,0.0,2618.0
374,hvm,hvm620,10.0,1.0,2088.0
375,hvm,hvm967,10.0,1.0,2028.0
376,hvm,hvm30,10.0,1.0,1930.0
377,hvm,hvm178,10.0,1.0,2223.0
378,hvm,hvm627,10.0,1.0,2007.0
379,hvm,hvm97,10.0,1.0,1947.0
380,hvm,hvm715,10.0,1.0,2322.0
381,hvm,hvm56,10.0,1.0,1910.0
382,hvm,hvm732,10.0,1.0,2931.0
383,hvm,hvm506,10.0,1.0,3342.0
384,hvm,hvm995,10.0,1.0,2458.0
385,hvm,hvm941,10.0,1.0,2301.0
386,hvm,hvm936,10.0,1.0,5839.0
387,hvm,hvm740,10.0,1.0,4560.0
388,hvm,hvm2,10.0,0.0,2359.0
389,hvm,hvm678,10.0,1.0,2656.0
390,hvm,hvm1010,10.0,0.0,4796.0
391,hvm,hvm1082,10.0,1.0,2186.0
392,hvm,hvm306,10.0,1.0,1891.0
393,hvm,hvm933,10.0,1.0,2244.0
394,hvm,hvm915,10.0,1.0,3697.0
395,hvm,hvm7,10.0,1.0,2068.0
396,hvm,hvm618,10.0,1.0,2126.0
397,hvm,hvm402,10.0,1.0,2322.0
398,hvm,hvm133,10.0,1.0,2244.0
399,hvm,hvm496,10.0,1.0,1360.0
400,hvm,hvm915,10.0,1.0,1967.0
401,hvm,hvm168,10.0,1.0,1379.0
402,hvm,hvm439,10.0,1.0,1950.0
403,hvm,hvm156,10.0,1.0,1103.0
404,hvm,hvm51,10.0,1.0,1832.0
405,hvm,hvm720,10.0,1.0,2814.0
406,hvm,hvm633,10.0,1.0,2540.0
407,hvm,hvm1101,10.0,1.0,2105.0
408,hvm,hvm518,10.0,1.0,1754.0
409,hvm,hvm60,10.0,1.0,1633.0
410,hvm,hvm197,10.0,1.0,2499.0
411,hvm,hvm641,10.0,1.0,2263.0
412,hvm,hvm930,10.0,1.0,2972.0
413,hvm,hvm406,10.0,1.0,3266.0
414,hvm,hvm812,10.0,1.0,1711.0
415,hvm,hvm377,10.0,1.0,2557.0
416,hvm,hvm986,10.0,0.0,4702.0
417,hvm,hvm762,10.0,1.0,2302.0
418,hvm,hvm896,12.0,1.0,3888.0
419,hvm,hvm247,12.0,1.0,2077.0
420,hvm,hvm36,12.0,1.0,5696.0
421,hvm,hvm563,12.0,1.0,3400.0
422,hvm,hvm733,12.0,1.0,4207.0
423,hvm,hvm682,12.0,1.0,2692.0
424,hvm,hvm678,12.0,1.0,2824.0
425,hvm,hvm855,12.0,1.0,2658.0
426,hvm,hvm377,12.0,1.0,1497.0
427,hvm,hvm306,12.0,1.0,1217.0
428,hvm,hvm141,12.0,1.0,1249.0
429,hvm,hvm853,12.0,1.0,2846.0
430,hvm,hvm488,12.0,1.0,1567.0
431,hvm,hvm515,12.0,1.0,1090.0
432,hvm,hvm892,12.0,1.0,4253.0
433,hvm,hvm145,12.0,1.0,2767.0
434,hvm,hvm323,12.0,1.0,2422.0
435,hvm,hvm615,12.0,1.0,1745.0
436,hvm,hvm875,12.0,1.0,5125.0
437,hvm,hvm350,12.0,1.0,2614.0
438,hvm,hvm356,12.0,1.0,1657.0
439,hvm,hvm221,12.0,1.0,1518.0
440,hvm,hvm761,12.0,0.0,1558.0
441,hvm,hvm96,12.0,1.0,1583.0
442,hvm,hvm775,12.0,1.0,1634.0
443,hvm,hvm492,12.0,1.0,1384.0
444,hvm,hvm201,12.0,1.0,1784.0
445,hvm,hvm225,12.0,1.0,1658.0
446,hvm,hvm1102,12.0,0.0,2002.0
447,hvm,hvm1009,12.0,1.0,2550.0
448,hvm,hvm596,12.0,1.0,3580.0
449,hvm,hvm48,12.0,1.0,1406.0
450,hvm,hvm741,12.0,0.0,4010.0
451,hvm,hvm11,12.0,1.0,1899.0
452,hvm,hvm537,12.0,1.0,5339.0
453,hvm,hvm439,12.0,1.0,4122.0
454,hvm,hvm1012,12.0,1.0,7737.0
455,hvm,hvm680,12.0,1.0,2089.0
456,hvm,hvm542,12.0,1.0,1561.0
457,hvm,hvm817,12.0,1.0,1713.0
458,hvm,hvm287,12.0,1.0,1682.0
459,hvm,hvm119,12.0,1.0,1637.0
460,hvm,hvm772,12.0,1.0,4341.0
461,hvm,hvm621,12.0,1.0,1378.0
462,hvm,hvm696,12.0,1.0,1573.0
463,hvm,hvm293,12.0,0.0,1512.0
464,hvm,hvm716,12.0,1.0,1803.0
465,hvm,hvm848,12.0,1.0,1876.0
466,hvm,hvm617,15.0,1.0,3125.0
467,hvm,hvm8,15.0,1.0,5178.0
468,hvm,hvm752,15.0,0.0,3147.0
469,hvm,hvm902,15.0,0.0,2469.0
470,hvm,hvm225,15.0,1.0,1708.0
471,hvm,hvm726,15.0,1.0,1636.0
472,hvm,hvm464,15.0,1.0,4847.0
473,hvm,hvm1041,15.0,0.0,4500.0
474,hvm,hvm939,15.0,0.0,2400.0
475,hvm,hvm265,15.0,1.0,2176.0
476,hvm,hvm46,15.0,1.0,1581.0
477,hvm,hvm110,15.0,1.0,2066.0
478,hvm,hvm938,15.0,0.0,1878.0
479,hvm,hvm826,15.0,1.0,2256.0
480,hvm,hvm134,15.0,1.0,1699.0
481,hvm,hvm226,15.0,1.0,3231.0
482,hvm,hvm53,15.0,1.0,1569.0
483,hvm,hvm780,15.0,1.0,2940.0
484,hvm,hvm466,15.0,1.0,2143.0
485,hvm,hvm901,15.0,1.0,3392.0
486,hvm,hvm855,15.0,0.0,5484.0
487,hvm,hvm356,15.0,1.0,1561.0
488,hvm,hvm75,15.0,1.0,2528.0
489,hvm,hvm340,15.0,1.0,1496.0
490,hvm,hvm1051,15.0,0.0,2032.0
491,hvm,hvm130,15.0,1.0,1714.0
492,hvm,hvm283,15.0,1.0,3779.0
493,hvm,hvm554,15.0,1.0,1319.0
494,hvm,hvm1021,15.0,1.0,1784.0
495,hvm,hvm201,15.0,1.0,1564.0
496,hvm,hvm406,15.0,1.0,1816.0
497,hvm,hvm235,15.0,1.0,1301.0
498,hvm,hvm42,15.0,1.0,1066.0
499,hvm,hvm953,15.0,0.0,3638.0
500,hvm,hvm1062,15.0,0.0,4101.0
501,hvm,hvm1020,15.0,1.0,1144.0
502,hvm,hvm308,15.0,1.0,1609.0
503,hvm,hvm278,15.0,1.0,1607.0
504,hvm,hvm1022,15.0,1.0,2111.0
505,hvm,hvm608,15.0,1.0,3111.0
506,hvm,hvm435,15.0,1.0,1259.0
507,hvm,hvm279,15.0,1.0,1205.0
508,hvm,hvm526,15.0,1.0,1791.0
509,hvm,hvm36,15.0,1.0,1579.0
510,hvm,hvm890,15.0,0.0,1975.0
511,hvm,hvm323,15.0,1.0,1998.0
512,hvm,hvm478,15.0,1.0,1573.0
513,hvm,hvm1112,15.0,1.0,2265.0
514,hvm,hvm771,15.0,1.0,1869.0
515,hvm,hvm901,15.0,1.0,2186.0
516,hvm,hvm953,18.0,0.0,3552.0
517,hvm,hvm733,18.0,1.0,2818.0
518,hvm,hvm1012,18.0,1.0,3850.0
519,hvm,hvm373,18.0,1.0,2773.0
520,hvm,hvm1005,18.0,1.0,3208.0
521,hvm,hvm860,18.0,0.0,2019.0
522,hvm,hvm693,18.0,1.0,3705.0
523,hvm,hvm467,18.0,1.0,1844.0
524,hvm,hvm591,18.0,1.0,2803.0
525,hvm,hvm853,18.0,0.0,3355.0
526,hvm,hvm333,18.0,1.0,2813.0
527,hvm,hvm697,18.0,1.0,4325.0
528,hvm,hvm727,18.0,1.0,2555.0
529,hvm,hvm1061,18.0,0.0,3384.0
530,hvm,hvm194,18.0,1.0,2809.0
531,hvm,hvm985,18.0,1.0,3703.0
532,hvm,hvm686,18.0,0.0,4358.0
533,hvm,hvm560,18.0,1.0,2616.0
534,hvm,hvm541,18.0,1.0,2314.0
535,hvm,hvm130,18.0,1.0,2131.0
536,hvm,hvm1082,18.0,1.0,2806.0
537,hvm,hvm203,18.0,1.0,2706.0
538,hvm,hvm641,18.0,1.0,3938.0
539,hvm,hvm997,18.0,0.0,3770.0
540,hvm,hvm787,18.0,1.0,2551.0
541,hvm,hvm179,18.0,1.0,2357.0
542,hvm,hvm167,18.0,0.0,1601.0
543,hvm,hvm694,18.0,1.0,2250.0
544,hvm,hvm947,18.0,0.0,3746.0
545,hvm,hvm309,18.0,1.0,3417.0
546,hvm,hvm7,18.0,1.0,2312.0
547,hvm,hvm1083,18.0,1.0,4516.0
548,hvm,hvm680,18.0,1.0,2953.0
549,hvm,hvm678,18.0,1.0,2387.0
550,hvm,hvm682,18.0,1.0,1880.0
551,hvm,hvm1020,18.0,0.0,3588.0
552,hvm,hvm1076,18.0,1.0,2229.0
553,hvm,hvm444,18.0,1.0,2257.0
554,hvm,hvm716,18.0,1.0,4007.0
555,hvm,hvm76,18.0,1.0,1710.0
556,hvm,hvm503,18.0,1.0,2070.0
557,hvm,hvm896,18.0,1.0,2830.0
558,hvm,hvm620,18.0,1.0,3055.0
559,hvm,hvm10,18.0,1.0,2315.0
560,hvm,hvm446,18.0,1.0,2041.0
561,hvm,hvm122,18.0,1.0,1881.0
562,hvm,hvm910,18.0,1.0,3204.0
563,hvm,hvm630,18.0,0.0,2784.0
564,hvm,hvm822,18.0,1.0,2537.0
565,hvm,hvm155,18.0,1.0,1359.0
566,hvm,hvm181,18.0,1.0,1881.0
567,hvm,hvm15,18.0,1.0,1676.0
568,hvm,hvm410,18.0,1.0,2324.0
569,hvm,hvm226,18.0,1.0,1778.0
570,hvm,hvm918,18.0,1.0,2744.0
571,hvm,hvm696,18.0,1.0,4024.0
572,hvm,hvm518,18.0,1.0,2693.0
573,hvm,hvm69,18.0,1.0,1419.0
574,hvm,hvm243,18.0,1.0,1621.0
575,hvm,hvm986,18.0,1.0,3481.0
576,hvm,hvm235,18.0,1.0,2640.0
577,hvm,hvm1105,18.0,0.0,5445.0
578,hvm,hvm57,18.0,1.0,1492.0
